"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2014","NL","Netherlands",4159.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2014","NO","Norway",3386.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2014","PL","Poland",650.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2014","RO","Romania",256.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2014","SE","Sweden",8288.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2014","SI","Slovenia",1184.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2014","SK","Slovakia",6744.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2014","UK","United Kingdom",66716.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","AT","Austria",6258.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","BE","Belgium",9066.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","BG","Bulgaria",227.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","CY","Cyprus",29.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","CZ","Czechia",20960.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","DE","Germany",69920.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","DK","Denmark",4327.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","EE","Estonia",318.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","ES","Spain",13227.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","EU27_21","EU (without UK)",172428.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","EU27_UK_21","EU (with UK until 2019)",232225.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","EUEEA30_21","EU/EEA (without UK)",174865.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","EUEEAUK_21","EU/EEA (with UK until 2019)",234662.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","FI","Finland",4588.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","FR","France",6074.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","HR","Croatia",1393.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","HU","Hungary",8342.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","IE","Ireland",2453.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","IS","Iceland",119.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","IT","Italy",1014.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","LT","Lithuania",1186.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","LU","Luxembourg",254.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","LV","Latvia",74.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","MT","Malta",248.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","NL","Netherlands",3778.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","NO","Norway",2318.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","PL","Poland",653.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","PT","Portugal",271.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","RO","Romania",311.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","SE","Sweden",9180.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","SI","Slovenia",1328.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","SK","Slovakia",6949.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2015","UK","United Kingdom",59797.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","AT","Austria",7083.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","BE","Belgium",10055.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","BG","Bulgaria",202.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","CY","Cyprus",21.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","CZ","Czechia",24084.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","DE","Germany",73736.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","DK","Denmark",4712.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","EE","Estonia",298.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","EL","Greece",456.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","ES","Spain",15542.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","EU27_21","EU (without UK)",188534.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","EU27_UK_21","EU (with UK until 2019)",247435.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","EUEEA30_21","EU/EEA (without UK)",190979.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","EUEEAUK_21","EU/EEA (with UK until 2019)",249880.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","FI","Finland",4637.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","FR","France",6698.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","HR","Croatia",1524.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","HU","Hungary",8556.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","IE","Ireland",2511.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","IS","Iceland",128.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","IT","Italy",1057.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","LT","Lithuania",1225.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","LU","Luxembourg",518.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","LV","Latvia",90.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","MT","Malta",212.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","NL","Netherlands",3383.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","NO","Norway",2317.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","PL","Poland",773.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","PT","Portugal",359.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","RO","Romania",517.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","SE","Sweden",11021.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","SI","Slovenia",1642.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","SK","Slovakia",7622.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2016","UK","United Kingdom",58901.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","AT","Austria",7204.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","BE","Belgium",8649.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","BG","Bulgaria",195.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","CY","Cyprus",20.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","CZ","Czechia",24326.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","DE","Germany",69251.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","DK","Denmark",4255.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","EE","Estonia",285.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","EL","Greece",344.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","ES","Spain",18860.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","EU27_21","EU (without UK)",183271.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","EU27_UK_21","EU (with UK until 2019)",246538.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","EUEEA30_21","EU/EEA (without UK)",187273.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","EUEEAUK_21","EU/EEA (with UK until 2019)",250540.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","FI","Finland",4289.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","FR","France",6579.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","HR","Croatia",1686.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","HU","Hungary",7807.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","IE","Ireland",2779.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","IS","Iceland",119.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","IT","Italy",1060.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","LT","Lithuania",990.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","LU","Luxembourg",613.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","LV","Latvia",59.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","MT","Malta",231.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","NL","Netherlands",2890.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","NO","Norway",3883.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","PL","Poland",874.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","PT","Portugal",596.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","RO","Romania",467.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","SE","Sweden",10608.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","SI","Slovenia",1408.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","SK","Slovakia",6946.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2017","UK","United Kingdom",63267.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","AT","Austria",7999.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","BE","Belgium",8086.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","BG","Bulgaria",191.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","CY","Cyprus",26.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","CZ","Czechia",22895.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","DE","Germany",67585.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","DK","Denmark",4559.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","EE","Estonia",411.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","EL","Greece",357.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","ES","Spain",18410.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","EU27_21","EU (without UK)",181324.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","EU27_UK_21","EU (with UK until 2019)",246570.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","EUEEA30_21","EU/EEA (without UK)",185137.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","EUEEAUK_21","EU/EEA (with UK until 2019)",250383.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","FI","Finland",5099.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","FR","France",7491.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","HR","Croatia",1965.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","HU","Hungary",7117.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","IE","Ireland",3044.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","IS","Iceland",145.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","IT","Italy",1356.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","LT","Lithuania",919.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","LU","Luxembourg",625.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","LV","Latvia",87.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","MT","Malta",333.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","NL","Netherlands",3091.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","NO","Norway",3668.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","PL","Poland",719.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","PT","Portugal",610.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","RO","Romania",573.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","SE","Sweden",8132.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","SI","Slovenia",1305.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","SK","Slovakia",8339.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2018","UK","United Kingdom",65246.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","AT","Austria",6572.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","BE","Belgium",7337.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","BG","Bulgaria",229.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","CY","Cyprus",21.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","CZ","Czechia",22894.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","DE","Germany",61277.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","DK","Denmark",5402.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","EE","Estonia",347.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","EL","Greece",366.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","ES","Spain",9658.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","EU27_21","EU (without UK)",161921.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","EU27_UK_21","EU (with UK until 2019)",220639.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","EUEEA30_21","EU/EEA (without UK)",166211.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","EUEEAUK_21","EU/EEA (with UK until 2019)",224929.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","FI","Finland",4382.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","FR","France",7712.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","HR","Croatia",1722.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","HU","Hungary",6400.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","IE","Ireland",2776.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","IS","Iceland",136.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","IT","Italy",1633.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","LT","Lithuania",1221.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","LU","Luxembourg",271.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","LV","Latvia",133.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","MT","Malta",278.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","NL","Netherlands",3415.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","NO","Norway",4154.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","PL","Poland",715.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","PT","Portugal",887.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","RO","Romania",805.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","SE","Sweden",6693.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","SI","Slovenia",1085.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","SK","Slovakia",7690.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","UK","United Kingdom",58718.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","AT","Austria",5406.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","BE","Belgium",5693.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","BG","Bulgaria",127.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","CY","Cyprus",18.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","CZ","Czechia",17517.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","DE","Germany",46377.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","DK","Denmark",3742.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","EE","Estonia",265.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","EL","Greece",218.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","ES","Spain",6891.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","EU27_21","EU (without UK)",120543.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","EU27_UK_21","EU (with UK until 2019)",120543.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","EUEEA30_21","EU/EEA (without UK)",123060.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","EUEEAUK_21","EU/EEA (with UK until 2019)",123060.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","FI","Finland",2074.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","FR","France",7920.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","HR","Croatia",1054.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","HU","Hungary",4461.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","IE","Ireland",2419.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","IS","Iceland",95.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","IT","Italy",1418.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","LT","Lithuania",684.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","LU","Luxembourg",729.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","LV","Latvia",104.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","MT","Malta",206.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","NL","Netherlands",2549.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","NO","Norway",2422.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","PL","Poland",414.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","PT","Portugal",790.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","RO","Romania",300.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","SE","Sweden",3435.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","SI","Slovenia",811.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","SK","Slovakia",4921.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","AT","Austria",6019.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","BE","Belgium",5083.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","BG","Bulgaria",130.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","CY","Cyprus",24.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","CZ","Czechia",16305.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","DE","Germany",47911.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","DK","Denmark",3740.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","EE","Estonia",185.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","EL","Greece",260.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","ES","Spain",20748.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","EU27_21","EU (without UK)",139127.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","EU27_UK_21","EU (with UK until 2019)",139127.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","EUEEA30_21","EU/EEA (without UK)",141272.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","EUEEAUK_21","EU/EEA (with UK until 2019)",141272.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","FI","Finland",1798.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","FR","France",8875.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","HR","Croatia",1148.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","HU","Hungary",5088.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","IE","Ireland",3147.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","IS","Iceland",58.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","IT","Italy",1541.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","LI","Liechtenstein",38.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","LT","Lithuania",357.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","LU","Luxembourg",589.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","LV","Latvia",158.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","MT","Malta",378.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","NL","Netherlands",2692.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","NO","Norway",2049.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","PL","Poland",616.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","PT","Portugal",973.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","RO","Romania",348.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","SE","Sweden",4059.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","SI","Slovenia",856.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","SK","Slovakia",6099.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","AT","Austria",6294.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","BE","Belgium",5457.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","BG","Bulgaria",107.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","CY","Cyprus",82.000000000,""
